_id;nome;cod;casosAcumulado;obitosAcumulado
Capetinga;Capetinga;311240;1910;38
Narandiba;Narandiba;353220;1910;25
Recreio;Recreio;315410;1908;25
Nova Esperança do Piriá;Nova Esperança do Piriá;150495;1907;12
Turvolândia;Turvolândia;316980;1906;17
Araricá;Araricá;430087;1906;30
Fonte Boa;Fonte Boa;130160;1905;45
Macaubal;Macaubal;352810;1904;25
Capivari do Sul;Capivari do Sul;430467;1901;10
Belmonte;Belmonte;290340;1900;33
Durandé;Durandé;312352;1899;15
Marechal Thaumaturgo;Marechal Thaumaturgo;120035;1898;15
Poço Branco;Poço Branco;241010;1898;20
Orocó;Orocó;260980;1897;17
Itagibá;Itagibá;291520;1897;33
Herval;Herval;430710;1896;24
Nova Araçá;Nova Araçá;431280;1895;11
Monsenhor Gil;Monsenhor Gil;220640;1893;47
Tupãssi;Tupãssi;412795;1893;26
